Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time,Comment
2018-04-02,Flat Barbell Bench Press,Chest,185.0,lbs,5,,,,
2018-04-02,Flat Barbell Bench Press,Chest,195.0,lbs,5,,,,
2018-04-02,Flat Barbell Bench Press,Chest,205.0,lbs,5,,,,
2018-04-02,Parallel Bar Triceps Dip,Triceps,250.0,lbs,5,,,,
2018-04-02,Parallel Bar Triceps Dip,Triceps,250.0,lbs,4,,,,
2018-04-02,Parallel Bar Triceps Dip,Triceps,250.0,lbs,3,,,,
2018-04-02,Seated Machine Press,Chest,90.0,lbs,5,,,,
2018-04-02,Seated Machine Press,Chest,180.0,lbs,5,,,,
2018-04-02,Seated Machine Press,Chest,180.0,lbs,5,,,,
2018-04-02,Lying Triceps Extension,Triceps,65.0,lbs,5,,,,
2018-04-02,Lying Triceps Extension,Triceps,75.0,lbs,5,,,,
2018-04-02,Lying Triceps Extension,Triceps,75.0,lbs,5,,,,
2018-04-02,Incline Dumbbell Bench Press,Chest,65.0,lbs,5,,,,
2018-04-02,Incline Dumbbell Bench Press,Chest,65.0,lbs,5,,,,
2018-04-02,Incline Dumbbell Bench Press,Chest,65.0,lbs,3,,,,
2018-04-02,One-Arm Cable Push Down,Triceps,22.5,lbs,5,,,,
2018-04-02,One-Arm Cable Push Down,Triceps,27.5,lbs,5,,,,
2018-04-03,Barbell Squat,Legs,205.0,lbs,5,,,,
2018-04-03,Barbell Squat,Legs,205.0,lbs,5,,,,
2018-04-03,Barbell Squat,Legs,205.0,lbs,4,,,,
2018-04-03,Hanging Leg Raise,Abs,0.0,lbs,6,,,,
2018-04-03,Hanging Leg Raise,Abs,0.0,lbs,6,,,,
2018-04-03,Hanging Leg Raise,Abs,0.0,lbs,7,,,,
2018-04-03,Squat Machine,Legs,180.0,lbs,5,,,,
2018-04-03,Squat Machine,Legs,270.0,lbs,5,,,,
2018-04-03,Squat Machine,Legs,270.0,lbs,5,,,,
2018-04-03,Side Bend,Abs,45.0,lbs,20,,,,
2018-04-03,Side Bend,Abs,45.0,lbs,20,,,,
2018-04-03,Side Bend,Abs,45.0,lbs,20,,,,
2018-04-03,Standing Calf Raise Machine,Legs,120.0,lbs,7,,,,
2018-04-03,Standing Calf Raise Machine,Legs,160.0,lbs,5,,,,
2018-04-03,Standing Calf Raise Machine,Legs,160.0,lbs,5,,,,
2018-04-03,Rotary Torso,Abs,78.0,lbs,5,,,,
2018-04-03,Rotary Torso,Abs,88.0,lbs,10,,,,
2018-04-03,Rotary Torso,Abs,88.0,lbs,10,,,,
2018-04-06,Overhead Press,Shoulders,45.0,lbs,5,,,,
2018-04-06,Overhead Press,Shoulders,45.0,lbs,5,,,,
2018-04-06,Overhead Press,Shoulders,45.0,lbs,4,,,,
2018-04-06,Dragon Flag,Abs,0.0,lbs,10,,,,
2018-04-06,Dragon Flag,Abs,0.0,lbs,10,,,,
2018-04-06,Dragon Flag,Abs,0.0,lbs,10,,,,
2018-04-06,Arnold Dumbbell Raise,Shoulders,20.0,lbs,5,,,,
2018-04-06,Arnold Dumbbell Raise,Shoulders,20.0,lbs,5,,,,
2018-04-06,Arnold Dumbbell Raise,Shoulders,20.0,lbs,4,,,,
2018-04-07,Romanian Deadlift,Legs,265.0,lbs,5,,,,
2018-04-07,Romanian Deadlift,Legs,265.0,lbs,5,,,,
2018-04-07,Romanian Deadlift,Legs,275.0,lbs,5,,,,
2018-04-07,EZ-Bar Preacher Curl,Biceps,70.0,lbs,5,,,,
2018-04-07,EZ-Bar Preacher Curl,Biceps,70.0,lbs,5,,,,
2018-04-07,EZ-Bar Preacher Curl,Biceps,70.0,lbs,6,,,,
2018-04-07,Pull Up,Back,105.0,lbs,5,,,,
2018-04-07,Pull Up,Back,105.0,lbs,5,,,,
2018-04-07,Pull Up,Back,105.0,lbs,3,,,,
2018-04-07,Dumbbell Hammer Curl,Biceps,30.0,lbs,5,,,,
2018-04-07,Dumbbell Hammer Curl,Biceps,30.0,lbs,5,,,,
2018-04-07,Dumbbell Hammer Curl,Biceps,30.0,lbs,6,,,,
2018-04-07,Seated Cable Row,Back,200.0,lbs,5,,,,
2018-04-07,Seated Cable Row,Back,200.0,lbs,5,,,,
2018-04-07,Seated Cable Row,Back,200.0,lbs,5,,,,
2018-04-07,Cable Curl,Biceps,25.0,lbs,3,,,,
2018-04-07,Cable Curl,Biceps,20.0,lbs,5,,,,
2018-04-07,Cable Curl,Biceps,17.5,lbs,5,,,,No cheat
2018-04-09,Flat Barbell Bench Press,Chest,205.0,lbs,5,,,,
2018-04-09,Flat Barbell Bench Press,Chest,205.0,lbs,5,,,,
2018-04-09,Flat Barbell Bench Press,Chest,205.0,lbs,5,,,,
2018-04-09,Parallel Bar Triceps Dip,Triceps,250.0,lbs,5,,,,
2018-04-09,Parallel Bar Triceps Dip,Triceps,250.0,lbs,5,,,,
2018-04-09,Parallel Bar Triceps Dip,Triceps,250.0,lbs,5,,,,
2018-04-09,Seated Machine Press,Chest,180.0,lbs,5,,,,
2018-04-09,Seated Machine Press,Chest,200.0,lbs,5,,,,
2018-04-09,Seated Machine Press,Chest,220.0,lbs,4,,,,
2018-04-09,Straight Bar Cable Push Down,Triceps,70.0,lbs,5,,,,
2018-04-09,Straight Bar Cable Push Down,Triceps,90.0,lbs,5,,,,
2018-04-09,Straight Bar Cable Push Down,Triceps,90.0,lbs,3,,,,
2018-04-09,Decline Barbell Bench Press,Chest,185.0,lbs,2,,,,
2018-04-09,Decline Barbell Bench Press,Chest,155.0,lbs,4,,,,
2018-04-09,Decline Barbell Bench Press,Chest,155.0,lbs,5,,,,
2018-04-09,One-Arm Cable Push Down,Triceps,22.5,lbs,5,,,,
2018-04-09,One-Arm Cable Push Down,Triceps,22.5,lbs,4,,,,Left failure
2018-04-09,One-Arm Cable Push Down,Triceps,22.5,lbs,5,,,,
2018-04-10,Barbell Squat,Legs,205.0,lbs,5,,,,
2018-04-10,Barbell Squat,Legs,205.0,lbs,5,,,,
2018-04-10,Barbell Squat,Legs,205.0,lbs,5,,,,
2018-04-10,Hanging Leg Raise,Abs,0.0,lbs,7,,,,
2018-04-10,Hanging Leg Raise,Abs,0.0,lbs,7,,,,
2018-04-10,Hanging Leg Raise,Abs,0.0,lbs,7,,,,
2018-04-10,Outer Thigh Machine,Legs,100.0,lbs,5,,,,
2018-04-10,Outer Thigh Machine,Legs,120.0,lbs,5,,,,
2018-04-10,Outer Thigh Machine,Legs,120.0,lbs,5,,,,Hip flexor tweak
2018-04-10,Bicycle Crunch,Abs,0.0,lbs,10,,,,
2018-04-10,Bicycle Crunch,Abs,0.0,lbs,10,,,,
2018-04-10,Bicycle Crunch,Abs,0.0,lbs,10,,,,
2018-04-12,Overhead Press,Shoulders,45.0,lbs,5,,,,
2018-04-12,Overhead Press,Shoulders,45.0,lbs,5,,,,
2018-04-12,Overhead Press,Shoulders,45.0,lbs,5,,,,
2018-04-12,Farmers Carry,Abs,120.0,lbs,23,,,,
2018-04-12,Farmers Carry,Abs,120.0,lbs,23,,,,
2018-04-12,Farmers Carry,Abs,120.0,lbs,23,,,,
2018-04-12,Arnold Dumbbell Raise,Shoulders,20.0,lbs,5,,,,
2018-04-12,Arnold Dumbbell Raise,Shoulders,20.0,lbs,5,,,,
2018-04-12,Arnold Dumbbell Raise,Shoulders,20.0,lbs,5,,,,
2018-04-12,Pallof Press,Abs,30.0,lbs,5,,,,
2018-04-12,Pallof Press,Abs,30.0,lbs,5,,,,
2018-04-12,Pallof Press,Abs,35.0,lbs,5,,,,
2018-04-12,Front Cable Raise,Shoulders,100.0,lbs,4,,,,
2018-04-12,Front Cable Raise,Shoulders,85.0,lbs,5,,,,
2018-04-12,Front Cable Raise,Shoulders,90.0,lbs,7,,,,"Good weight, 92.5 next"
2018-04-12,Dragon Flag,Abs,0.0,lbs,10,,,,
2018-04-12,Dragon Flag,Abs,0.0,lbs,10,,,,
2018-04-12,Dragon Flag,Abs,0.0,lbs,10,,,,
2018-04-16,Flat Barbell Bench Press,Chest,210.0,lbs,4,,,,
2018-04-16,Flat Barbell Bench Press,Chest,205.0,lbs,4,,,,
2018-04-16,Flat Barbell Bench Press,Chest,210.0,lbs,4,,,,
2018-04-16,Parallel Bar Triceps Dip,Triceps,255.0,lbs,5,,,,
2018-04-16,Parallel Bar Triceps Dip,Triceps,255.0,lbs,5,,,,
2018-04-16,Parallel Bar Triceps Dip,Triceps,255.0,lbs,5,,,,
2018-04-16,Flat Cable Fly,Chest,27.5,lbs,5,,,,
2018-04-16,Flat Cable Fly,Chest,30.0,lbs,5,,,,
2018-04-16,Flat Cable Fly,Chest,32.5,lbs,5,,,,
2018-04-16,EZ-Bar Skullcrusher,Triceps,60.0,lbs,5,,,,
2018-04-16,EZ-Bar Skullcrusher,Triceps,70.0,lbs,5,,,,
2018-04-16,EZ-Bar Skullcrusher,Triceps,80.0,lbs,5,,,,
2018-04-16,Incline Barbell Bench Press,Chest,135.0,lbs,5,,,,
2018-04-16,Incline Barbell Bench Press,Chest,145.0,lbs,5,,,,
2018-04-16,Incline Barbell Bench Press,Chest,145.0,lbs,4,,,,
2018-04-16,One-Arm Cable Push Down,Triceps,25.0,lbs,5,,,,
2018-04-16,One-Arm Cable Push Down,Triceps,27.5,lbs,5,,,,
2018-04-16,One-Arm Cable Push Down,Triceps,27.5,lbs,6,,,,
2018-04-17,Barbell Squat,Legs,210.0,lbs,5,,,,
2018-04-17,Barbell Squat,Legs,210.0,lbs,5,,,,
2018-04-17,Barbell Squat,Legs,210.0,lbs,5,,,,
2018-04-17,Hanging Leg Raise,Abs,0.0,lbs,8,,,,
2018-04-17,Hanging Leg Raise,Abs,0.0,lbs,8,,,,
2018-04-17,Hanging Leg Raise,Abs,0.0,lbs,8,,,,
2018-04-17,Barbell Glute Bridge,Legs,180.0,lbs,5,,,,
2018-04-17,Barbell Glute Bridge,Legs,180.0,lbs,5,,,,
2018-04-17,Barbell Glute Bridge,Legs,110.0,lbs,5,,,,
2018-04-17,Lying Leg Curl Machine,Legs,118.0,lbs,5,,,,
2018-04-17,Lying Leg Curl Machine,Legs,118.0,lbs,5,,,,
2018-04-17,Lying Leg Curl Machine,Legs,118.0,lbs,5,,,,
2018-04-17,Cable Crunch,Abs,60.0,lbs,5,,,,
2018-04-17,Cable Crunch,Abs,72.5,lbs,10,,,,
2018-04-17,Cable Crunch,Abs,80.0,lbs,10,,,,
2018-04-19,Overhead Press,Shoulders,140.0,lbs,5,,,,
2018-04-19,Overhead Press,Shoulders,140.0,lbs,4,,,,
2018-04-19,Overhead Press,Shoulders,140.0,lbs,3,,,,
2018-04-19,Dragon Flag,Abs,0.0,lbs,10,,,,
2018-04-19,Dragon Flag,Abs,0.0,lbs,10,,,,
2018-04-19,Dragon Flag,Abs,0.0,lbs,10,,,,
2018-04-19,Dragon Flag,Abs,0.0,lbs,9,,,,
2018-04-19,Arnold Dumbbell Raise,Shoulders,25.0,lbs,5,,,,
2018-04-19,Arnold Dumbbell Raise,Shoulders,25.0,lbs,4,,,,
2018-04-19,Arnold Dumbbell Raise,Shoulders,25.0,lbs,3,,,,
2018-04-19,Bicycle Crunch,Abs,0.0,lbs,10,,,,
2018-04-19,Bicycle Crunch,Abs,0.0,lbs,10,,,,
2018-04-19,Bicycle Crunch,Abs,0.0,lbs,10,,,,
2018-04-20,Romanian Deadlift,Legs,275.0,lbs,5,,,,
2018-04-20,Romanian Deadlift,Legs,295.0,lbs,3,,,,
2018-04-20,EZ-Bar Preacher Curl,Biceps,75.0,lbs,5,,,,
2018-04-20,EZ-Bar Preacher Curl,Biceps,75.0,lbs,3,,,,
2018-04-20,EZ-Bar Preacher Curl,Biceps,65.0,lbs,6,,,,
2018-04-25,Flat Barbell Bench Press,Chest,205.0,lbs,3,,,,
2018-04-25,Flat Barbell Bench Press,Chest,185.0,lbs,6,,,,
2018-04-25,Flat Barbell Bench Press,Chest,185.0,lbs,5,,,,
2018-04-25,Parallel Bar Triceps Dip,Triceps,260.0,lbs,5,,,,
2018-04-25,Parallel Bar Triceps Dip,Triceps,260.0,lbs,5,,,,
2018-04-25,Parallel Bar Triceps Dip,Triceps,260.0,lbs,3,,,,
2018-04-25,Decline Barbell Bench Press,Chest,165.0,lbs,5,,,,
2018-04-25,Decline Barbell Bench Press,Chest,165.0,lbs,5,,,,
2018-04-25,EZ-Bar Push Down,Triceps,80.0,lbs,5,,,,
2018-04-25,EZ-Bar Push Down,Triceps,80.0,lbs,5,,,,
2018-04-25,EZ-Bar Push Down,Triceps,80.0,lbs,5,,,,
2018-04-25,Incline Barbell Bench Press,Chest,155.0,lbs,5,,,,
2018-04-25,Incline Barbell Bench Press,Chest,155.0,lbs,5,,,,
2018-04-25,Incline Barbell Bench Press,Chest,155.0,lbs,4,,,,
2018-04-25,One-Arm Cable Push Down,Triceps,30.0,lbs,5,,,,
2018-04-25,One-Arm Cable Push Down,Triceps,30.0,lbs,5,,,,
2018-04-25,One-Arm Cable Push Down,Triceps,30.0,lbs,4,,,,
2018-04-26,Barbell Squat,Legs,215.0,lbs,5,,,,
2018-04-26,Barbell Squat,Legs,215.0,lbs,5,,,,
2018-04-26,Barbell Squat,Legs,215.0,lbs,5,,,,Form break down on 5
2018-04-26,Hanging Leg Raise,Abs,0.0,lbs,10,,,,
2018-04-26,Hanging Leg Raise,Abs,0.0,lbs,10,,,,
2018-04-26,Hanging Leg Raise,Abs,0.0,lbs,10,,,,
2018-04-26,Leg Press,Legs,90.0,lbs,5,,,,
2018-04-26,Leg Press,Legs,270.0,lbs,5,,,,
2018-04-26,Leg Press,Legs,350.0,lbs,5,,,,
2018-04-26,Cable Crunch,Abs,77.8,lbs,10,,,,
2018-04-26,Cable Crunch,Abs,77.8,lbs,10,,,,
2018-04-26,Cable Crunch,Abs,77.8,lbs,10,,,,
2018-04-30,Flat Barbell Bench Press,Chest,205.0,lbs,5,,,,
2018-04-30,Flat Barbell Bench Press,Chest,205.0,lbs,4,,,,
2018-04-30,Flat Barbell Bench Press,Chest,205.0,lbs,5,,,,Spot
2018-04-30,Parallel Bar Triceps Dip,Triceps,260.0,lbs,5,,,,
2018-04-30,Parallel Bar Triceps Dip,Triceps,260.0,lbs,5,,,,
2018-04-30,Parallel Bar Triceps Dip,Triceps,260.0,lbs,5,,,,
2018-04-30,Flat Cable Fly,Chest,35.0,lbs,5,,,,
2018-04-30,Flat Cable Fly,Chest,35.0,lbs,4,,,,
2018-04-30,Flat Cable Fly,Chest,30.0,lbs,3,,,,
2018-04-30,EZ-Bar Push Down,Triceps,85.0,lbs,5,,,,
2018-04-30,EZ-Bar Push Down,Triceps,85.0,lbs,5,,,,
2018-04-30,EZ-Bar Push Down,Triceps,85.0,lbs,5,,,,
2018-04-30,Seated Machine Press,Chest,230.0,lbs,4,,,,
2018-04-30,Seated Machine Press,Chest,200.0,lbs,4,,,,Shoulder tendon snapping
2018-04-30,One-Arm Cable Push Down,Triceps,30.0,lbs,5,,,,
2018-04-30,One-Arm Cable Push Down,Triceps,30.0,lbs,5,,,,
2018-04-30,One-Arm Cable Push Down,Triceps,30.0,lbs,4,,,,
2018-05-01,Barbell Squat,Legs,225.0,lbs,5,,,,
2018-05-01,Barbell Squat,Legs,225.0,lbs,3,,,,
2018-05-01,Barbell Squat,Legs,205.0,lbs,3,,,,Cheat on last
2018-05-01,Hanging Leg Raise,Abs,0.0,lbs,11,,,,
2018-05-01,Hanging Leg Raise,Abs,0.0,lbs,11,,,,
2018-05-01,Hanging Leg Raise,Abs,0.0,lbs,9,,,,
2018-05-01,Squat Machine,Legs,340.0,lbs,5,,,,
2018-05-01,Squat Machine,Legs,340.0,lbs,5,,,,
2018-05-01,Squat Machine,Legs,340.0,lbs,5,,,,
2018-05-07,Overhead Press,Shoulders,140.0,lbs,5,,,,
2018-05-07,Overhead Press,Shoulders,140.0,lbs,5,,,,Hard push
2018-05-07,Overhead Press,Shoulders,140.0,lbs,2,,,,
2018-05-07,Hanging Leg Raise,Abs,0.0,lbs,11,,,,
2018-05-07,Hanging Leg Raise,Abs,0.0,lbs,11,,,,
2018-05-07,Hanging Leg Raise,Abs,0.0,lbs,11,,,,
2018-05-07,Hanging Leg Raise,Abs,0.0,lbs,6,,,,
2018-05-07,Arnold Dumbbell Raise,Shoulders,25.0,lbs,5,,,,
2018-05-07,Arnold Dumbbell Raise,Shoulders,25.0,lbs,4,,,,
2018-05-07,Arnold Dumbbell Raise,Shoulders,20.0,lbs,4,,,,
2018-05-07,Farmers Carry,Abs,130.0,lbs,24,,,,
2018-05-07,Farmers Carry,Abs,130.0,lbs,24,,,,
2018-05-07,Farmers Carry,Abs,130.0,lbs,24,,,,
2018-05-07,Front Cable Raise,Shoulders,90.0,lbs,5,,,,
2018-05-07,Front Cable Raise,Shoulders,90.0,lbs,4,,,,
2018-05-07,Front Cable Raise,Shoulders,85.0,lbs,4,,,,
2018-05-07,Bicycle Crunch,Abs,0.0,lbs,10,,,,
2018-05-07,Bicycle Crunch,Abs,0.0,lbs,10,,,,
2018-05-08,EZ-Bar Preacher Curl,Biceps,75.0,lbs,5,,,,
2018-05-08,EZ-Bar Preacher Curl,Biceps,80.0,lbs,3,,,,
2018-05-08,EZ-Bar Preacher Curl,Biceps,75.0,lbs,5,,,,
2018-05-08,Dumbbell Hammer Curl,Biceps,35.0,lbs,5,,,,
2018-05-23,Flat Barbell Bench Press,Chest,185.0,lbs,5,,,,
2018-05-23,Flat Barbell Bench Press,Chest,185.0,lbs,5,,,,
2018-05-23,Flat Barbell Bench Press,Chest,185.0,lbs,5,,,,
2018-05-23,Parallel Bar Triceps Dip,Triceps,250.0,lbs,5,,,,
2018-05-23,Parallel Bar Triceps Dip,Triceps,250.0,lbs,5,,,,
2018-05-23,Parallel Bar Triceps Dip,Triceps,250.0,lbs,5,,,,
2018-05-23,Flat Cable Fly,Chest,35.0,lbs,5,,,,
2018-05-23,Flat Cable Fly,Chest,35.0,lbs,5,,,,
2018-05-23,Flat Cable Fly,Chest,35.0,lbs,2,,,,
2018-05-23,One-Arm Cable Push Down,Triceps,30.0,lbs,5,,,,
2018-05-23,One-Arm Cable Push Down,Triceps,30.0,lbs,5,,,,
2018-05-23,One-Arm Cable Push Down,Triceps,30.0,lbs,5,,,,
2018-06-04,Parallel Bar Triceps Dip,Triceps,250.0,lbs,5,,,,
2018-06-04,Parallel Bar Triceps Dip,Triceps,250.0,lbs,5,,,,
2018-06-04,Parallel Bar Triceps Dip,Triceps,250.0,lbs,5,,,,
2018-06-04,Flat Cable Fly,Chest,35.0,lbs,5,,,,
2018-06-04,Flat Cable Fly,Chest,35.0,lbs,5,,,,
2018-06-04,Flat Cable Fly,Chest,35.0,lbs,3,,,,
2018-06-04,EZ-Bar Push Down,Triceps,87.5,lbs,5,,,,
2018-06-04,EZ-Bar Push Down,Triceps,87.5,lbs,5,,,,
2018-06-04,EZ-Bar Push Down,Triceps,87.5,lbs,5,,,,
2018-06-04,Decline Barbell Bench Press,Chest,165.0,lbs,5,,,,
2018-06-04,Decline Barbell Bench Press,Chest,175.0,lbs,5,,,,
2018-06-04,Decline Barbell Bench Press,Chest,175.0,lbs,5,,,,
2018-06-04,One-Arm Cable Push Down,Triceps,35.0,lbs,3,,,,
2018-06-04,One-Arm Cable Push Down,Triceps,32.5,lbs,5,,,,
2018-06-04,One-Arm Cable Push Down,Triceps,32.5,lbs,5,,,,
2018-06-04,Flat Barbell Bench Press,Chest,205.0,lbs,2,,,,
2018-06-04,Flat Barbell Bench Press,Chest,185.0,lbs,3,,,,
2018-06-04,Flat Barbell Bench Press,Chest,155.0,lbs,5,,,,
2018-06-05,Barbell Squat,Legs,215.0,lbs,5,,,,Do split squats
2018-06-05,Barbell Squat,Legs,215.0,lbs,3,,,,"Unbalanced, poor hip ROM, poor ankle ROM"
2018-06-05,Hanging Leg Raise,Abs,0.0,lbs,10,,,,
2018-06-05,Hanging Leg Raise,Abs,0.0,lbs,9,,,,
2018-06-05,Hanging Leg Raise,Abs,0.0,lbs,8,,,,
2018-06-05,Hanging Leg Raise,Abs,0.0,lbs,4,,,,
2018-06-05,Pallof Press,Abs,17.5,lbs,10,,,,
2018-06-05,Pallof Press,Abs,27.5,lbs,10,,,,
2018-06-05,Pallof Press,Abs,27.5,lbs,10,,,,
2018-06-05,Lying Leg Curl Machine,Legs,123.0,lbs,5,,,,
2018-06-05,Lying Leg Curl Machine,Legs,138.0,lbs,5,,,,
2018-06-07,Overhead Press,Shoulders,135.0,lbs,5,,,,
2018-06-07,Overhead Press,Shoulders,140.0,lbs,5,,,,
2018-06-07,Overhead Press,Shoulders,140.0,lbs,3,,,,
2018-06-07,Dragon Flag,Abs,0.0,lbs,10,,,,
2018-06-07,Dragon Flag,Abs,0.0,lbs,10,,,,
2018-06-07,Dragon Flag,Abs,0.0,lbs,7,,,,"Contraction all the way down, no drop"
2018-06-07,Arnold Dumbbell Raise,Shoulders,25.0,lbs,5,,,,
2018-06-07,Arnold Dumbbell Raise,Shoulders,25.0,lbs,4,,,,
2018-06-07,Arnold Dumbbell Raise,Shoulders,25.0,lbs,3,,,,
2018-06-07,Side Plank,Abs,38.0,lbs,,,,0:00:45,
2018-06-07,Side Plank,Abs,38.0,lbs,,,,0:00:45,
2018-06-07,Side Plank,Abs,38.0,lbs,,,,0:00:45,
2018-06-07,Front Cable Raise,Shoulders,87.5,lbs,5,,,,
2018-06-07,Front Cable Raise,Shoulders,87.5,lbs,5,,,,
2018-06-07,Front Cable Raise,Shoulders,87.5,lbs,5,,,,
2018-06-10,Pull Up,Back,205.0,lbs,5,,,,
2018-06-10,Pull Up,Back,205.0,lbs,5,,,,
2018-06-10,Pull Up,Back,205.0,lbs,5,,,,
2018-06-10,EZ-Bar Preacher Curl,Biceps,75.0,lbs,5,,,,
2018-06-10,EZ-Bar Preacher Curl,Biceps,75.0,lbs,3,,,,
2018-06-10,EZ-Bar Preacher Curl,Biceps,65.0,lbs,5,,,,
2018-06-10,Seated Cable Row,Back,205.0,lbs,4,,,,Cheating
2018-06-10,Seated Cable Row,Back,200.0,lbs,4,,,,
2018-06-10,Seated Cable Row,Back,180.0,lbs,5,,,,Good form
2018-06-10,Dumbbell Hammer Curl,Biceps,35.0,lbs,5,,,,
2018-06-10,Dumbbell Hammer Curl,Biceps,35.0,lbs,5,,,,
2018-06-10,Dumbbell Hammer Curl,Biceps,35.0,lbs,5,,,,
2018-06-10,Straight-Arm Cable Pushdown,Back,65.0,lbs,5,,,,
2018-06-10,Straight-Arm Cable Pushdown,Back,72.5,lbs,5,,,,
2018-06-10,Straight-Arm Cable Pushdown,Back,72.5,lbs,8,,,,
2018-06-10,Dumbbell Concentration Curl,Biceps,30.0,lbs,5,,,,
2018-06-11,Parallel Bar Triceps Dip,Triceps,270.0,lbs,5,,,,
2018-06-11,Parallel Bar Triceps Dip,Triceps,270.0,lbs,5,,,,
2018-06-11,Parallel Bar Triceps Dip,Triceps,270.0,lbs,5,,,,
2018-06-11,Incline Barbell Bench Press,Chest,155.0,lbs,5,,,,
2018-06-11,Incline Barbell Bench Press,Chest,155.0,lbs,5,,,,
2018-06-11,Incline Barbell Bench Press,Chest,155.0,lbs,5,,,,
2018-06-11,EZ-Bar Push Down,Triceps,90.0,lbs,5,,,,
2018-06-11,EZ-Bar Push Down,Triceps,90.0,lbs,4,,,,
2018-06-11,EZ-Bar Push Down,Triceps,85.0,lbs,4,,,,
2018-06-11,Flat Cable Fly,Chest,35.0,lbs,5,,,,
2018-06-11,Flat Cable Fly,Chest,35.0,lbs,5,,,,
2018-06-11,Flat Cable Fly,Chest,35.0,lbs,5,,,,
2018-06-11,One-Arm Cable Push Down,Triceps,32.5,lbs,5,,,,
2018-06-11,One-Arm Cable Push Down,Triceps,32.5,lbs,3,,,,
2018-06-11,One-Arm Cable Push Down,Triceps,30.0,lbs,2,,,,
2018-06-12,Bulgarian Split Squat,Legs,95.0,lbs,5,,,,
2018-06-12,Bulgarian Split Squat,Legs,95.0,lbs,4,,,,
2018-06-12,Bulgarian Split Squat,Legs,95.0,lbs,4,,,,
2018-06-12,Hanging Leg Raise,Abs,0.0,lbs,10,,,,
2018-06-12,Hanging Leg Raise,Abs,0.0,lbs,7,,,,
2018-06-12,Hanging Leg Raise,Abs,0.0,lbs,6,,,,
2018-06-12,Kneeling Leg Curl,Legs,25.0,lbs,5,,,,
2018-06-12,Lying Leg Curl Machine,Legs,138.0,lbs,5,,,,
2018-06-12,Lying Leg Curl Machine,Legs,138.0,lbs,5,,,,
2018-06-12,Lying Leg Curl Machine,Legs,138.0,lbs,3,,,,Nice slow reps
2018-06-12,Side Bend,Abs,45.0,lbs,20,,,,
2018-06-12,Side Bend,Abs,45.0,lbs,20,,,,
2018-06-12,Side Bend,Abs,45.0,lbs,20,,,,
2018-06-12,Leg Extension Machine,Legs,150.0,lbs,5,,,,
2018-06-12,Leg Extension Machine,Legs,150.0,lbs,5,,,,
2018-06-12,Leg Extension Machine,Legs,150.0,lbs,8,,,,
2018-06-14,Overhead Press,Shoulders,140.0,lbs,5,,,,
2018-06-14,Overhead Press,Shoulders,140.0,lbs,3,,,,
2018-06-14,Overhead Press,Shoulders,135.0,lbs,3,,,,
2018-06-14,Dragon Flag,Abs,0.0,lbs,10,,,,
2018-06-14,Dragon Flag,Abs,0.0,lbs,10,,,,
2018-06-14,Dragon Flag,Abs,0.0,lbs,7,,,,
2018-06-14,Arnold Dumbbell Raise,Shoulders,25.0,lbs,5,,,,
2018-06-14,Arnold Dumbbell Raise,Shoulders,25.0,lbs,3,,,,
2018-06-14,Arnold Dumbbell Raise,Shoulders,20.0,lbs,4,,,,
2018-06-14,Pallof Press,Abs,30.0,lbs,10,,,,
2018-06-14,Pallof Press,Abs,30.0,lbs,10,,,,
2018-06-14,Pallof Press,Abs,35.0,lbs,13,,,,
2018-06-14,Front Cable Raise,Shoulders,90.0,lbs,5,,,,
2018-06-14,Front Cable Raise,Shoulders,90.0,lbs,5,,,,
2018-06-14,Front Cable Raise,Shoulders,95.0,lbs,4,,,,
2018-06-14,Cable Crunch,Abs,80.0,lbs,10,,,,
2018-06-14,Cable Crunch,Abs,80.0,lbs,8,,,,
2018-06-15,Pull Up,Back,180.0,lbs,10,,,,
2018-06-15,Pull Up,Back,180.0,lbs,9,,,,
2018-06-15,Pull Up,Back,180.0,lbs,6,,,,
2018-06-15,EZ-Bar Preacher Curl,Biceps,70.0,lbs,4,,,,
2018-06-15,EZ-Bar Preacher Curl,Biceps,70.0,lbs,4,,,,
2018-06-15,EZ-Bar Preacher Curl,Biceps,70.0,lbs,6,,,,
2018-06-15,Plate Shrug,Back,45.0,lbs,20,,,,
2018-06-15,Plate Shrug,Back,45.0,lbs,20,,,,
2018-06-15,Plate Shrug,Back,45.0,lbs,20,,,,
2018-06-15,Plate Shrug,Back,45.0,lbs,16,,,,
2018-06-15,Seated Incline Dumbbell Curl,Biceps,35.0,lbs,5,,,,
2018-06-15,Seated Incline Dumbbell Curl,Biceps,35.0,lbs,3,,,,
2018-06-15,Seated Incline Dumbbell Curl,Biceps,35.0,lbs,3,,,,
2018-06-15,Lat Fly,Back,25.0,lbs,5,,,,
2018-06-15,Lat Fly,Back,25.0,lbs,3,,,,
2018-06-15,Lat Fly,Back,22.5,lbs,4,,,,
2018-06-15,Dumbbell Concentration Curl,Biceps,35.0,lbs,5,,,,
2018-06-15,Dumbbell Concentration Curl,Biceps,35.0,lbs,3,,,,Left stronger
2018-06-18,Incline Barbell Bench Press,Chest,185.0,lbs,5,,,,
2018-06-18,Incline Barbell Bench Press,Chest,205.0,lbs,5,,,,
2018-06-18,Incline Barbell Bench Press,Chest,205.0,lbs,7,,,,
